timestamp,timestamp_sec,lip_movement,audio_energy,sync_score,is_suspicious
00:00.00,0.0,0.0193,0.3549,0.8481,False
00:00.20,0.2,0.0207,0.3408,0.924,False
00:00.40,0.4,0.0224,0.3601,0.9251,False
00:00.60,0.6,0.0239,0.3367,0.921,False
00:00.80,0.8,0.0248,0.3636,0.9203,False
00:01.00,1.0,0.025,0.3339,0.9188,False
00:01.20,1.2,0.0236,0.3658,0.9255,False
00:01.40,1.4,0.021,0.332,0.9247,False
